(20210810, 5),
(20210810, 8),
(20210810, 6),
(20210810, 14),
(20210810, 19),
(20210810, 29),
(20210810, 33),
(20210810, 31),
(20210810, 36),
(20210810, 37),
(20210810, 35),
(20210810, 47),
(20210810, 46),
(20210810, 49),
(20210811, 6),
(20210811, 7),
(20210811, 4),
(20210811, 12),
(20210811, 10),
(20210811, 30),
(20210811, 33),
(20210811, 28),
(20210811, 34),
(20210811, 36),
(20210811, 35),
(20210811, 42),
(20210811, 44),
(20210811, 41),
(20210812, 6),
(20210812, 5),
(20210812, 7),
(20210812, 24),
(20210812, 23),
(20210812, 32),
(20210812, 28),
(20210812, 31),
(20210812, 37),
(20210812, 35),
(20210812, 36),
(20210812, 47),
(20210812, 45),
(20210812, 40),
(20210813, 4),
(20210813, 2),
(20210813, 8),
(20210813, 24),
(20210813, 18),
(20210813, 30),
(20210813, 33),
(20210813, 29),
(20210813, 35),
(20210813, 36),
(20210813, 34),
(20210813, 43),
(20210813, 48),
(20210813, 49),
(20210816, 4),
(20210816, 6),
(20210816, 1),
(20210816, 24),
(20210816, 14),
(20210816, 29),
(20210816, 28),
(20210816, 30),
(20210816, 34),
(20210816, 37),
(20210816, 35),
(20210816, 41),
(20210816, 47),
(20210816, 45),
(20210817, 1),
(20210817, 5),
(20210817, 6),
(20210817, 26),
(20210817, 27),
(20210817, 30),
(20210817, 31),
(20210817, 29),
(20210817, 37),
(20210817, 36),
(20210817, 34),
(20210817, 44),
(20210817, 46),
(20210817, 41),
(20210818, 6),
(20210818, 5),
(20210818, 1),
(20210818, 16),
(20210818, 20),
(20210818, 31),
(20210818, 30),
(20210818, 33),
(20210818, 35),
(20210818, 37),
(20210818, 34),
(20210818, 49),
(20210818, 48),
(20210818, 45),
(20210819, 5),
(20210819, 3),
(20210819, 6),
(20210819, 12),
(20210819, 17),
(20210819, 30),
(20210819, 32),
(20210819, 33),
(20210819, 34),
(20210819, 36),
(20210819, 35),
(20210819, 45),
(20210819, 41),
(20210819, 47),
(20210820, 1),
(20210820, 6),
(20210820, 9),
(20210820, 27),
(20210820, 13),
(20210820, 33),
(20210820, 28),
(20210820, 31),
(20210820, 36),
(20210820, 37),
(20210820, 35),
(20210820, 48),
(20210820, 42),
(20210820, 46),
(20210823, 1),
(20210823, 5),
(20210823, 7),
(20210823, 25),
(20210823, 17),
(20210823, 30),
(20210823, 29),
(20210823, 28),
(20210823, 34),
(20210823, 35),
(20210823, 36),
(20210823, 49),
(20210823, 40),
(20210823, 43),
(20210824, 2),
(20210824, 3),
(20210824, 1),
(20210824, 11),
(20210824, 10),
(20210824, 32),
(20210824, 30),
(20210824, 28),
(20210824, 35),
(20210824, 36),
(20210824, 37),
(20210824, 42),
(20210824, 46),
(20210824, 48),
(20210825, 3),
(20210825, 6),
(20210825, 2),
(20210825, 10),
(20210825, 13),
(20210825, 33),
(20210825, 32),
(20210825, 28),
(20210825, 36),
(20210825, 35),
(20210825, 37),
(20210825, 46),
(20210825, 40),
(20210825, 43),
(20210826, 4),
(20210826, 2),
(20210826, 3),
(20210826, 12),
(20210826, 15),
(20210826, 32),
(20210826, 31),
(20210826, 28),
(20210826, 36),
(20210826, 37),
(20210826, 34),
(20210826, 43),
(20210826, 44),
(20210826, 42),
(20210827, 9),
(20210827, 6),
(20210827, 4),
(20210827, 14),
(20210827, 17),
(20210827, 28),
(20210827, 30),
(20210827, 33),
(20210827, 36),
(20210827, 35),
(20210827, 34),
(20210827, 49),
(20210827, 46),
(20210827, 47),
(20210830, 9),
(20210830, 2),
(20210830, 8),
(20210830, 23),
(20210830, 24),
(20210830, 31),
(20210830, 28),
(20210830, 32),
(20210830, 37),
(20210830, 35),
(20210830, 36),
(20210830, 49),
(20210830, 44),
(20210830, 45),
(20210831, 7),
(20210831, 4),
(20210831, 8),
(20210831, 14),
(20210831, 25),
(20210831, 30),
(20210831, 28),
(20210831, 29),
(20210831, 37),
(20210831, 36),
(20210831, 35),
(20210831, 48),
(20210831, 49),
(20210831, 42),
(20210901, 6),
(20210901, 2),
(20210901, 7),
(20210901, 21),
(20210901, 13),
(20210901, 31),
(20210901, 29),
(20210901, 33),
(20210901, 36),
(20210901, 37),
(20210901, 35),
(20210901, 46),
(20210901, 42),
(20210901, 47),
(20210902, 3),
(20210902, 6),
(20210902, 2),
(20210902, 15),
(20210902, 18),
(20210902, 31),
(20210902, 33),
(20210902, 32),
(20210902, 37),
(20210902, 35),
(20210902, 34),
(20210902, 46),
(20210902, 48),
(20210902, 49),
(20210903, 2),
(20210903, 7),
(20210903, 1),
(20210903, 25),
(20210903, 10),
(20210903, 30),
(20210903, 28),
(20210903, 33),
(20210903, 36),
(20210903, 37),
(20210903, 34),
(20210903, 45),
(20210903, 43),
(20210903, 41),
(20210906, 1),
(20210906, 4),
(20210906, 5),
(20210906, 26),
(20210906, 27),
(20210906, 31),
(20210906, 30),
(20210906, 29),
(20210906, 34),
(20210906, 37),
(20210906, 35),
(20210906, 40),
(20210906, 47),
(20210906, 42),
(20210907, 5),
(20210907, 2),
(20210907, 9),
(20210907, 19),
(20210907, 20),
(20210907, 32),
(20210907, 29),
(20210907, 31),
(20210907, 36),
(20210907, 34),
(20210907, 37),
(20210907, 42),
(20210907, 47),
(20210907, 40),
(20210908, 3),
(20210908, 9),
(20210908, 4),
(20210908, 11),
(20210908, 13),
(20210908, 32),
(20210908, 30),
(20210908, 33),
(20210908, 35),
(20210908, 37),
(20210908, 36),
(20210908, 49),
(20210908, 47),
(20210908, 42),
(20210909, 4),
(20210909, 1),
(20210909, 8),
(20210909, 16),
(20210909, 25),
(20210909, 32),
(20210909, 28),
(20210909, 30),
(20210909, 35),
(20210909, 37),
(20210909, 36),
(20210909, 40),
(20210909, 47),
(20210909, 45),
(20210910, 4),
(20210910, 5),
(20210910, 2),
(20210910, 15),
(20210910, 13),
(20210910, 32),
(20210910, 33),
(20210910, 31),
(20210910, 37),
(20210910, 34),
(20210910, 35),
(20210910, 40),
(20210910, 41),
(20210910, 44),
(20210913, 1),
(20210913, 6),
(20210913, 8),
(20210913, 20),
(20210913, 16),
(20210913, 30),
(20210913, 31),
(20210913, 32),
(20210913, 34),
(20210913, 37),
(20210913, 36),
(20210913, 45),
(20210913, 49),
(20210913, 41),
(20210914, 1),
(20210914, 3),
(20210914, 6),
(20210914, 22),
(20210914, 15),
(20210914, 30),
(20210914, 31),
(20210914, 28),
(20210914, 34),
(20210914, 35),
(20210914, 37),
(20210914, 45),
(20210914, 49),
(20210914, 46),
(20210915, 1),
(20210915, 6),
(20210915, 5),
(20210915, 17),
(20210915, 24),
(20210915, 28),
(20210915, 30),
(20210915, 29),
(20210915, 35),
(20210915, 36),
(20210915, 37),
(20210915, 42),
(20210915, 44),
(20210915, 47),
(20210916, 3),
(20210916, 7),
(20210916, 2),
(20210916, 25),
(20210916, 24),
(20210916, 33),
(20210916, 31),
(20210916, 29),
(20210916, 36),
(20210916, 34),
(20210916, 35),
(20210916, 49),
(20210916, 48),
(20210916, 47),
(20210917, 4),
(20210917, 1),
(20210917, 5),
(20210917, 13),
(20210917, 27),
(20210917, 28),
(20210917, 30),
(20210917, 29),
(20210917, 34),
(20210917, 37),
(20210917, 36),
(20210917, 46),
(20210917, 43),
(20210917, 42),
(20210920, 8),
(20210920, 6),
(20210920, 3),
(20210920, 10),
(20210920, 11),
(20210920, 31),
(20210920, 32),
(20210920, 33),
(20210920, 36),
(20210920, 37),
(20210920, 35),
(20210920, 46),
(20210920, 49),
(20210920, 45),
(20210921, 2),
(20210921, 6),
(20210921, 3),
(20210921, 16),
(20210921, 11),
(20210921, 30),
(20210921, 32),
(20210921, 29),
(20210921, 35),
(20210921, 37),
(20210921, 36),
(20210921, 47),
(20210921, 48),
(20210921, 44),
(20210922, 6),
(20210922, 7),
(20210922, 1),
(20210922, 18),
(20210922, 14),
(20210922, 30),
(20210922, 29),
(20210922, 33),
(20210922, 34),
(20210922, 35),
(20210922, 37),
(20210922, 43),
(20210922, 46),
(20210922, 44),
(20210923, 6),
(20210923, 1),
(20210923, 3),
(20210923, 11),
(20210923, 10),
(20210923, 31),
(20210923, 30),
(20210923, 33),
(20210923, 36),
(20210923, 34),
(20210923, 35),
(20210923, 49),
(20210923, 46),
(20210923, 42),
(20210924, 4),
(20210924, 2),
(20210924, 1),
(20210924, 24),
(20210924, 19),
(20210924, 31),
(20210924, 33),
(20210924, 28),
(20210924, 34),
(20210924, 35),
(20210924, 37),
(20210924, 40),
(20210924, 46),
(20210924, 49),
(20210927, 4),
(20210927, 3),
(20210927, 9),
(20210927, 15),
(20210927, 22),
(20210927, 33),
(20210927, 29),
(20210927, 31),
(20210927, 37),
(20210927, 34),
(20210927, 36),
(20210927, 40),
(20210927, 41),
(20210927, 48),
(20210928, 4),
(20210928, 5),
(20210928, 3),
(20210928, 24),
(20210928, 12),
(20210928, 31),
(20210928, 28),
(20210928, 33),
(20210928, 35),
(20210928, 37),
(20210928, 34),
(20210928, 49),
(20210928, 48),
(20210928, 42),
(20210929, 8),
(20210929, 3),
(20210929, 6),
(20210929, 12),
(20210929, 24),
(20210929, 28),
(20210929, 31),
(20210929, 29),
(20210929, 35),
(20210929, 37),
(20210929, 36),
(20210929, 41),
(20210929, 42),
(20210929, 49),
(20210930, 7),
(20210930, 6),
(20210930, 4),
(20210930, 16),
(20210930, 14),
(20210930, 30),
(20210930, 28),
(20210930, 31),
(20210930, 35),
(20210930, 36),
(20210930, 34),
(20210930, 47),
(20210930, 40),
(20210930, 44),
(20211001, 4),
(20211001, 8),
(20211001, 1),
(20211001, 11),
(20211001, 23),
(20211001, 30),
(20211001, 31),
(20211001, 28),
(20211001, 36),
(20211001, 37),
(20211001, 35),
(20211001, 41),
(20211001, 46),
(20211001, 49),
(20211004, 7),
(20211004, 9),
(20211004, 5),
(20211004, 16),
(20211004, 15),
(20211004, 30),
(20211004, 32),
(20211004, 33),
(20211004, 35),
(20211004, 34),
(20211004, 37),
(20211004, 45),
(20211004, 40),
(20211004, 44),
(20211005, 6),
(20211005, 5),
(20211005, 1),
(20211005, 15),
(20211005, 21),
(20211005, 30),
(20211005, 33),
(20211005, 29),
(20211005, 37),
(20211005, 35),
(20211005, 34),
(20211005, 47),
(20211005, 44),
(20211005, 46),
(20211006, 3),
(20211006, 5),
(20211006, 4),
(20211006, 23),
(20211006, 25),
(20211006, 31),
(20211006, 30),
(20211006, 28),
(20211006, 36),
(20211006, 35),
(20211006, 34),
(20211006, 43),
(20211006, 48),
(20211006, 46),
(20211007, 5),
(20211007, 7),
(20211007, 3),
(20211007, 26),
(20211007, 25),
(20211007, 32),
(20211007, 30),
(20211007, 28),
(20211007, 37),
(20211007, 35),
(20211007, 36),
(20211007, 45),
(20211007, 41),
(20211007, 44),
(20211008, 9),
(20211008, 6),
(20211008, 5),
(20211008, 18),
(20211008, 13),
(20211008, 29),
(20211008, 30),
(20211008, 32),
(20211008, 37),
(20211008, 36),
(20211008, 35),
(20211008, 45),
(20211008, 47),
(20211008, 49),
(20211011, 6),
(20211011, 1),
(20211011, 7),
(20211011, 13),
(20211011, 11),
(20211011, 29),
(20211011, 28),
(20211011, 31),
(20211011, 35),
(20211011, 36),
(20211011, 37),
(20211011, 47),
(20211011, 41),
(20211011, 42),
(20211012, 3),
(20211012, 5),
(20211012, 9),
(20211012, 10),
(20211012, 12),
(20211012, 31),
(20211012, 29),
(20211012, 32),
(20211012, 34),
(20211012, 35),
(20211012, 37),
(20211012, 45),
(20211012, 49),
(20211012, 43),
(20211013, 1),
(20211013, 8),
(20211013, 4),
(20211013, 21),
(20211013, 18),
(20211013, 29),
(20211013, 33),
(20211013, 28),
(20211013, 36),
(20211013, 37),
(20211013, 35),
(20211013, 49),
(20211013, 46),
(20211013, 42),
(20211014, 9),
(20211014, 7),
(20211014, 4),
(20211014, 20),
(20211014, 26),
(20211014, 31),
(20211014, 30),
(20211014, 29),
(20211014, 36),
(20211014, 35),
(20211014, 34),
(20211014, 41),
(20211014, 45),
(20211014, 46),
(20211015, 9),
(20211015, 7),
(20211015, 1),
(20211015, 18),
(20211015, 23),
(20211015, 28),
(20211015, 29),
(20211015, 33),
(20211015, 37),
(20211015, 34),
(20211015, 36),
(20211015, 49),
(20211015, 44),
(20211015, 43),
(20211018, 5),
(20211018, 3),
(20211018, 4),
(20211018, 23),
(20211018, 16),
(20211018, 28),
(20211018, 30),
(20211018, 32),
(20211018, 36),
(20211018, 34),
(20211018, 35),
(20211018, 45),
(20211018, 47),
(20211018, 48),
(20211019, 6),
(20211019, 1),
(20211019, 4),
(20211019, 13),
(20211019, 10),
(20211019, 30),
(20211019, 29),
(20211019, 31),
(20211019, 35),
(20211019, 37),
(20211019, 34),
(20211019, 49),
(20211019, 47),
(20211019, 42),
(20211020, 6),
(20211020, 9),
(20211020, 1),
(20211020, 15),
(20211020, 12),
(20211020, 33),
(20211020, 32),
(20211020, 29),
(20211020, 35),
(20211020, 34),
(20211020, 37),
(20211020, 46),
(20211020, 47),
(20211020, 43),
(20211021, 5),
(20211021, 7),
(20211021, 8),
(20211021, 25),
(20211021, 16),
(20211021, 29),
(20211021, 30),
(20211021, 28),
(20211021, 36),
(20211021, 35),
(20211021, 37),
(20211021, 47),
(20211021, 48),
(20211021, 41),
(20211022, 6),
(20211022, 3),
(20211022, 1),
(20211022, 10),
(20211022, 24),
(20211022, 33),
(20211022, 29),
(20211022, 28),
(20211022, 37),
(20211022, 34),
(20211022, 35),
(20211022, 48),
(20211022, 49),
(20211022, 41),
(20211025, 4),
(20211025, 5),
(20211025, 1),
(20211025, 18),
(20211025, 22),
(20211025, 29),
(20211025, 30),
(20211025, 32),
(20211025, 34),
(20211025, 36),
(20211025, 35),
(20211025, 46),
(20211025, 40),
(20211025, 42),
(20211026, 7),
(20211026, 1),
(20211026, 3),
(20211026, 18),
(20211026, 27),
(20211026, 31),
(20211026, 33),
(20211026, 32),
(20211026, 35),
(20211026, 34),
(20211026, 36),
(20211026, 43),
(20211026, 46),
(20211026, 48),
(20211027, 6),
(20211027, 9),
(20211027, 2),
(20211027, 24),
(20211027, 12),
(20211027, 31),
(20211027, 32),
(20211027, 28),
(20211027, 37),
(20211027, 35),
(20211027, 34),
(20211027, 43),
(20211027, 44),
(20211027, 47),
(20211028, 8),
(20211028, 7),
(20211028, 4),
(20211028, 26),
(20211028, 19),
(20211028, 29),
(20211028, 32),
(20211028, 30),
(20211028, 35),
(20211028, 36),
(20211028, 34),
(20211028, 45),
(20211028, 41),
(20211028, 42),
(20211029, 1),
(20211029, 8),
(20211029, 6),
(20211029, 24),
(20211029, 23),
(20211029, 30),
(20211029, 28),
(20211029, 29),
(20211029, 34),
(20211029, 35),
(20211029, 37),
(20211029, 44),
(20211029, 48),
(20211029, 41),
(20211101, 3),
(20211101, 5),
(20211101, 6),
(20211101, 12),
(20211101, 25),
(20211101, 29),
(20211101, 28),
(20211101, 32),
(20211101, 35),
(20211101, 36),
(20211101, 34),
(20211101, 40),
(20211101, 46),
(20211101, 44),
(20211102, 1),
(20211102, 5),
(20211102, 4),
(20211102, 25),
(20211102, 19),
(20211102, 28),
(20211102, 33),
(20211102, 31),
(20211102, 37),
(20211102, 34),
(20211102, 35),
(20211102, 40),
(20211102, 47),
(20211102, 48),
(20211103, 2),
(20211103, 8),
(20211103, 5),
(20211103, 16),
(20211103, 20),
(20211103, 33),
(20211103, 28),
(20211103, 30),
(20211103, 37),
(20211103, 35),
(20211103, 34),
(20211103, 48),
(20211103, 42),
(20211103, 41),
(20211104, 8),
(20211104, 6),
(20211104, 5),
(20211104, 24),
(20211104, 13),
(20211104, 31),
(20211104, 30),
(20211104, 28),
(20211104, 37),
(20211104, 34),
(20211104, 36),
(20211104, 44),
(20211104, 40),
(20211104, 45),
(20211105, 5),
(20211105, 2),
(20211105, 8),
(20211105, 17),
(20211105, 22),
(20211105, 28),
(20211105, 31),
(20211105, 32),
(20211105, 36),
(20211105, 37),
(20211105, 34),
(20211105, 48),
(20211105, 45),
(20211105, 43),
(20211108, 4),
(20211108, 8),
(20211108, 1),
(20211108, 14),
(20211108, 19),
(20211108, 31),
(20211108, 28),
(20211108, 30),
(20211108, 35),
(20211108, 34),
(20211108, 37),
(20211108, 48),
(20211108, 40),
(20211108, 45),
(20211109, 7),
(20211109, 3),
(20211109, 2),
(20211109, 15),
(20211109, 21),
(20211109, 30),
(20211109, 32),
(20211109, 28),
(20211109, 36),
(20211109, 37),
(20211109, 34),
(20211109, 41),
(20211109, 49),
(20211109, 43),
(20211110, 7),
(20211110, 5),
(20211110, 1),
(20211110, 17),
(20211110, 16),
(20211110, 32),
(20211110, 31),
(20211110, 33),
(20211110, 36),
(20211110, 35),
(20211110, 37),
(20211110, 44),
(20211110, 40),
(20211110, 43),
(20211111, 7),
(20211111, 6),
(20211111, 9),
(20211111, 14),
(20211111, 16),
(20211111, 30),
(20211111, 29),
(20211111, 32),
(20211111, 35),
(20211111, 36),
(20211111, 37),
(20211111, 48),
(20211111, 49),
(20211111, 42),
(20211112, 4),
(20211112, 7),
(20211112, 1),
(20211112, 26),
(20211112, 25),
(20211112, 31),
(20211112, 29),
(20211112, 28),
(20211112, 37),
(20211112, 34),
(20211112, 36),
(20211112, 49),
(20211112, 47),
(20211112, 41),
(20211115, 1),
(20211115, 7),
(20211115, 4),
(20211115, 13),
(20211115, 12),
(20211115, 33),
(20211115, 30),
(20211115, 29),
(20211115, 35),
(20211115, 36),
(20211115, 34),
(20211115, 41),
(20211115, 46),
(20211115, 49),
(20211116, 1),
(20211116, 3),
(20211116, 7),
(20211116, 19),
(20211116, 10),
(20211116, 32),
(20211116, 31),
(20211116, 33),
(20211116, 34),
(20211116, 36),
(20211116, 37),
(20211116, 45),
(20211116, 48),
(20211116, 49),
(20211117, 2),
(20211117, 8),
(20211117, 9),
(20211117, 11),
(20211117, 20),
(20211117, 33),
(20211117, 28),
(20211117, 31),
(20211117, 37),
(20211117, 36),
(20211117, 35),
(20211117, 41),
(20211117, 44),
(20211117, 40),
(20211118, 2),
(20211118, 8),
(20211118, 7),
(20211118, 14),
(20211118, 26),
(20211118, 32),
(20211118, 30),
(20211118, 28),
(20211118, 35),
(20211118, 34),
(20211118, 37),
(20211118, 44),
(20211118, 40),
(20211118, 41),
(20211119, 8),
(20211119, 6),
(20211119, 3),
(20211119, 17),
(20211119, 11),
(20211119, 32),
(20211119, 31),
(20211119, 30),
(20211119, 35),
(20211119, 34),
(20211119, 36),
(20211119, 45),
(20211119, 41),
(20211119, 46),
(20211122, 4),
(20211122, 5),
(20211122, 8),
(20211122, 21),
(20211122, 12),
(20211122, 33),
(20211122, 28),
(20211122, 29),
(20211122, 37),
(20211122, 36),
(20211122, 35),
(20211122, 43),
(20211122, 42),
(20211122, 41),
(20211123, 1),
(20211123, 6),
(20211123, 5),
(20211123, 22),
(20211123, 25),
(20211123, 31),
(20211123, 28),
(20211123, 30),
(20211123, 34),
(20211123, 35),
(20211123, 36),
(20211123, 48),
(20211123, 49),
(20211123, 42),
(20211124, 7),
(20211124, 4),
(20211124, 3),
(20211124, 27),
(20211124, 21),
(20211124, 32),
(20211124, 29),
(20211124, 33),
(20211124, 35),
(20211124, 36),
(20211124, 37),
(20211124, 44),
(20211124, 49),
(20211124, 42),
(20211125, 5),
(20211125, 6),
(20211125, 3),
(20211125, 24),
(20211125, 14),
(20211125, 30),
(20211125, 31),
(20211125, 32),
(20211125, 35),
(20211125, 36),
(20211125, 37),
(20211125, 47),
(20211125, 46),
(20211125, 43),
(20211126, 9),
(20211126, 6),
(20211126, 5),
(20211126, 27),
(20211126, 22),
(20211126, 30),
(20211126, 32),
(20211126, 29),
(20211126, 37),
(20211126, 36),
(20211126, 35),
(20211126, 42),
(20211126, 46),
(20211126, 49),
(20211129, 8),
(20211129, 4),
(20211129, 5),
(20211129, 13),
(20211129, 24),
(20211129, 28),
(20211129, 30),
(20211129, 29),
(20211129, 34),
(20211129, 35),
(20211129, 37),
(20211129, 47),
(20211129, 40),
(20211129, 45),
(20211130, 3),
(20211130, 4),
(20211130, 2),
(20211130, 11),
(20211130, 17),
(20211130, 31),
(20211130, 28),
(20211130, 30),
(20211130, 37),
(20211130, 36),
(20211130, 34),
(20211130, 44),
(20211130, 42),
(20211130, 45),
(20211201, 7),
(20211201, 9),
(20211201, 5),
(20211201, 12),
(20211201, 13),
(20211201, 29),
(20211201, 32),
(20211201, 31),
(20211201, 36),
(20211201, 35),
(20211201, 34),
(20211201, 43),
(20211201, 45),
(20211201, 48),
(20211202, 8),
(20211202, 7),
(20211202, 9),
(20211202, 17),
(20211202, 13),
(20211202, 29),
(20211202, 28),
(20211202, 31),
(20211202, 35),
(20211202, 34),
(20211202, 37),
(20211202, 44),
(20211202, 43),
(20211202, 49),
(20211203, 3),
(20211203, 6),
(20211203, 2),
(20211203, 25),
(20211203, 15),
(20211203, 33),
(20211203, 31),
(20211203, 32),
(20211203, 35),
(20211203, 36),
(20211203, 34),
(20211203, 47),
(20211203, 45),
(20211203, 41),
(20211206, 5),
(20211206, 1),
(20211206, 4),
(20211206, 18),
(20211206, 23),
(20211206, 31),
(20211206, 28),
(20211206, 33),
(20211206, 34),
(20211206, 35),
(20211206, 36),
(20211206, 44),
(20211206, 48),
(20211206, 41),
(20211207, 1),
(20211207, 8),
(20211207, 7),
(20211207, 26),
(20211207, 20),
(20211207, 28),
(20211207, 33),
(20211207, 31),
(20211207, 35),
(20211207, 34),
(20211207, 36),
(20211207, 46),
(20211207, 47),
(20211207, 44),
(20211208, 5),
(20211208, 4),
(20211208, 6),
(20211208, 26),
(20211208, 12),
(20211208, 32),
(20211208, 29),
(20211208, 28),
(20211208, 37),
(20211208, 34),
(20211208, 35),
(20211208, 49),
(20211208, 42),
(20211208, 44),
(20211209, 8),
(20211209, 9),
(20211209, 3),
(20211209, 16),
(20211209, 20),
(20211209, 32),
(20211209, 30),
(20211209, 33),
(20211209, 34),
(20211209, 37),
(20211209, 35),
(20211209, 47),
(20211209, 48),
(20211209, 44),
(20211210, 3),
(20211210, 8),
(20211210, 9),
(20211210, 15),
(20211210, 14),
(20211210, 32),
(20211210, 33),
(20211210, 28),
